Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
Qualcomm,QCOM,NSDQ,Computer and Technology,Wireless Equipment,YES,123.4,1.23,137467.61,9,11.63,14.95,12.8,12.52,8.25,9.64,-0.3410543130990415,0.16848484848484854,-0.43834660421545674,0.7597122302158271,0.96
Qualys,QLYS,NSDQ,Computer and Technology,Security,YES,130.24,0.62,4805.31,12,33.14,30.76,27.75,3.62,4.23,4.69,0.16850828729281778,0.10874704491725766,1.8254295081967205,2.5517934782608704,
Qorvo,QRVO,NSDQ,Computer and Technology,Semiconductors - Radio Frequency,YES,107.38,1.42,10535.94,3,18.14,23.11,14.74,5.82,4.65,7.29,-0.20103092783505153,0.5677419354838709,-1.149574358974359,0.25962500000000005,2.31
Q2 Holdings,QTWO,NYSE,Computer and Technology,Business - Software Services,YES,33.7,1.43,1961.28,12,91.08,50.68,34.1,0.32,0.67,0.99,1.09375,0.47761194029850734,0.46336,0.7139687500000002,
RELX,RELX,NYSE,Computer and Technology,Internet - Content,YES,33.4,0.83,63292.69,12,,23.52,21.14,1.26,1.42,1.58,0.12698412698412692,0.11267605633802827,1.852200000000001,1.8761749999999984,2.32
Rambus,RMBS,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,63.73,1.27,6933.82,12,35.41,35.8,28.84,1.75,1.78,2.21,0.017142857142857158,0.24157303370786512,20.883333333333315,1.1938418604651166,
Ringcentral,RNG,NYSE,Computer and Technology,Internet - Software and Services,YES,38.46,0.89,3676.83,12,16.3,11.92,10.45,1.98,3.23,3.68,0.6313131313131313,0.13931888544891646,0.1888128,0.7500777777777775,0.45
Rogers,ROG,NYSE,Computer and Technology,Electronics - Miscellaneous Components,YES,171.84,0.95,3197.71,12,40.53,38.27,29.13,4.71,4.49,5.9,-0.04670912951167723,0.3140311804008909,-8.193259090909102,0.9276148936170211,
Roper Technologies,ROP,NSDQ,Computer and Technology,Computers - IT Services,YES,476.53,1.03,50794.39,12,30.86,29.32,27.5,14.13,16.25,17.33,0.15003538570417546,0.06646153846153835,1.954205660377359,4.137731481481488,2.79
Rapid7,RPD,NSDQ,Computer and Technology,Internet - Software,YES,43.58,1.07,2630.14,12,68.09,50.74,36.12,0.17,0.86,1.21,4.0588235294117645,0.4069767441860465,0.12501159420289856,0.88752,
Science Applications International,SAIC,NYSE,Computer and Technology,Computers - IT Services,YES,116.33,0.74,6244.94,1,14.86,16.36,15.4,7.16,7.11,7.55,-0.0069832402234636624,0.061884669479606115,-23.427520000000083,2.4885000000000033,
SAP,SAP,NYSE,Computer and Technology,Computer - Software,YES,144.99,1.18,171027.22,12,33.49,25.84,21.82,4.62,5.61,6.64,0.21428571428571433,0.1836007130124776,1.2058666666666664,1.188448543689321,1.73
EchoStar,SATS,NSDQ,Computer and Technology,Satellite and Communication,YES,18.75,0.76,1570.82,12,11.65,17.69,36.06,1.89,1.06,0.52,-0.4391534391534391,-0.5094339622641509,-0.4028204819277109,-0.7078444444444445,
Sea Limited,SE,NYSE,Computer and Technology,Internet - Software,YES,62.74,1.65,35432.97,12,369.06,16.82,15.36,-2.76,3.73,4.09,-2.3514492753623193,0.09651474530831096,-0.07153035439137133,1.591466666666667,
